Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,Layer,Rotation,Comment
U4,WSOF-5,33.02mm,25.4mm,33.02mm,25.4mm,33.53mm,24.71mm,B,270,BH1620FVC-TR
